State,City,TotalPopulation,PercentMale,PercentFemale,MedianAge,PercentOver65,PercentWhite,PercentBlack,PercentHispanic,PercentAsian,MedianHouseholdIncome,MeanHouseholdIncome,MedianIncomeFemale,MedianIncomeMale,AverageHouseholdSize, AverageFamilySize ,EdElementaryPercent,EdHighSchoolPercent,EdAssociatePercent,EdBachelorsPercent,EdGraduatePercent,AvgLowTemp,AvgHighTemp,ElectionResults
CA,Artesia,16495,52.1,47.9,37.1,14.5,23.1,4.5,35.7,34.8,58281,72399,31125,34357,3.52,3.8,14.3,23.1,8.3,18.5,4.6,48.3,73.6,blue
CA,Arvin,18809,51.9,48.1,22.5,5.8,7.7,0.7,91,0.6,29740,38212,20147,24164,4.36,4.59,51.7,14.4,2.9,3.9,0.9,48.3,73.6,blue
CA,Atascadero,28194,52.1,47.9,42,16.9,80.8,1.9,13.7,1.7,68502,79549,42721,53466,2.43,2.85,2,21.4,11.2,19.2,10.8,48.3,73.6,blue
CA,Atwater,27922,48.5,51.5,29.9,13.7,36,5.1,49.2,7,40752,59879,32205,37486,3.29,3.68,16.4,24.7,8,8.5,4.2,48.3,73.6,blue
CA,Auburn,13476,46.4,53.6,44.7,21,87.1,2,6.6,1.2,62600,77725,41332,63983,2.25,2.86,2.6,20.5,7.5,22.1,13.2,48.3,73.6,blue
CA,Avenal,15705,55.8,44.2,26.8,6.2,9.2,4.8,86.4,0.3,29183,40280,19450,21192,4.19,4.52,41.9,21.3,4,2.5,0.5,48.3,73.6,blue
CA,Azusa,46177,48.1,51.9,27.8,9,20.3,4.8,67,8,53826,65981,31281,36382,3.41,3.97,12.7,28,7.5,13.6,6.6,48.3,73.6,blue
CA,Bakersfield,339761,49.4,50.6,29.8,10.4,38.4,9.4,44.5,5.9,54656,71133,36147,48318,3.13,3.62,10.7,25.2,7.9,13.1,6.7,48.3,73.6,blue
CA,BaldwinPark,75441,49.8,50.2,30.2,10.2,4.9,1.2,78.8,15.1,52094,62433,29460,33454,4.31,4.51,25.7,25.4,4.2,9.4,2.8,48.3,73.6,blue
CA,Banning,29414,47,53,46.7,32.4,49.2,7.4,37,6.8,37373,48913,34163,39949,2.32,3.05,9.1,35.6,5.7,11.7,5.4,48.3,73.6,blue
CA,Barstow,22913,50.9,49.1,33.3,12.2,34,19.7,39.6,1.7,45417,53981,26051,46670,2.72,3.45,5.4,34.3,9,4.8,4.4,48.3,73.6,blue
CA,Beaumont,34737,48.5,51.5,33.1,12.4,45.7,5.3,37.6,10.1,66132,74938,44776,59378,2.86,3.37,4.8,26.4,7.7,16.1,10,48.3,73.6,blue
CA,Bell,35602,51.1,48.9,28.5,7.9,6,1.4,92.1,0.3,37121,45720,21099,29638,3.9,4.19,37.2,22.1,4,4.1,1.3,48.3,73.6,blue
CA,Bellflower,76243,48.5,51.5,31.9,11.6,21.8,14.8,50.7,11.1,50244,62018,36580,41071,3.13,3.68,11.7,29.5,7.8,13.7,3.7,48.3,73.6,blue
CA,BellGardens,42294,49.8,50.2,27,6.5,2,1,97,0.3,38971,47303,21309,28031,4.21,4.54,41.8,22.5,3.5,3.8,1,48.3,73.6,blue
CA,Belmont,25568,49.7,50.3,39.5,17.1,57.1,3.4,12.2,22.4,100417,125265,71866,89583,2.43,3.06,2.3,11.3,7.6,31.6,24.5,48.3,73.6,blue
CA,Benicia,26981,49.2,50.8,43.5,16,68.8,4.7,12.2,9.3,90338,106111,62917,77595,2.54,3.05,2.4,15.1,9.6,25.7,14.4,48.3,73.6,blue
CA,Berkeley,111008,49,51,32.7,14.7,54.9,10.9,10.5,20.6,60908,92153,57319,67467,2.25,2.91,2.4,8.2,4.3,30.9,38.1,48.3,73.6,blue
CA,BeverlyHills,34042,46.3,53.7,41.9,22.1,82.8,3.6,5.7,6.8,85560,176560,61944,81712,2.37,3.17,3.2,14.6,4.9,32,26.5,48.3,73.6,blue
CA,Blythe,21102,70.1,29.9,36.1,9.1,32,16.8,48.5,2,46235,64187,39293,64273,2.68,3.09,8.8,32.2,5.9,5.7,2,48.3,73.6,blue
CA,Brawley,24645,49.8,50.2,29.5,12.1,14.7,4.8,80.1,0.9,36233,57455,29854,45846,3.38,3.78,20.7,25.7,6,7.2,3.5,48.3,73.6,blue
CA,Brea,38837,46.4,53.6,38.4,16.1,55.9,1.3,23.6,17.5,81278,96672,49489,73410,2.71,3.27,2.8,17.8,8.1,27.2,14.7,48.3,73.6,blue
CA,Brentwood,48582,49.2,50.8,35.1,13.5,55.6,6.5,28.6,6.7,87642,99225,51751,79482,3.13,3.52,5.5,21.1,12.6,18.8,9.2,48.3,73.6,blue
CA,BuenaPark,80214,47.9,52.1,34.6,12.7,29,4.9,37.7,26.1,64809,79436,39477,44707,3.51,3.8,8.9,23.7,8.3,21,6.1,48.3,73.6,blue
CA,Burbank,103037,48.3,51.7,38.5,15.9,58.6,2.7,25.5,11.5,66024,81759,49518,54893,2.5,3.21,6.5,19.2,8.9,25.9,10.3,48.3,73.6,blue
CA,Burlingame,28514,48.4,51.6,39.8,15.7,62.6,1.6,11.9,20.2,79760,122189,62546,83162,2.3,3.13,3.2,14.3,7.9,32,22.1,48.3,73.6,blue
CA,Calabasas,22839,48.3,51.7,41.7,15.3,75.9,4.1,6.6,10.1,118182,183537,65373,108081,2.76,3.18,0.8,10.3,5,35.7,29.1,48.3,73.6,blue
CA,Calexico,37378,47.4,52.6,30.1,12.4,2.5,0.2,96.4,1,35988,51906,25602,33490,3.88,4.24,28.6,16.5,6.6,8.9,4.6,48.3,73.6,blue
CA,CaliforniaCity,13684,47.9,52.1,33,12.3,54.2,17.4,24.4,2.7,53768,61123,36802,58773,2.96,3.43,7,29.8,8.4,7.2,6,48.3,73.6,blue
CA,Camarillo,64340,48.6,51.4,40.4,19.2,60.6,2.1,24.5,10.7,84168,101704,50793,71005,2.71,3.22,3.4,17.7,9.9,23.5,14.3,48.3,73.6,blue
CA,Campbell,39108,49.6,50.4,37,13,59.3,2.4,16.8,16.9,82687,104937,59824,71592,2.39,2.98,3,15.6,8.6,29.3,16.5,48.3,73.6,blue
CA,CanyonLake,10663,49.3,50.7,41.5,16.8,86.2,1.1,9.7,1.1,80145,96349,51395,66759,2.78,3.08,0.5,27.4,9.9,17.5,8.1,48.3,73.6,blue
CA,Carlsbad,102342,49.7,50.3,40,16.5,75.7,1.2,13.4,7.4,85743,107212,54159,80590,2.55,3.1,2,13.4,10.3,31.5,19.8,48.3,73.6,blue
CA,Carpinteria,13106,50.5,49.5,41.7,18.5,50.9,1.3,42.6,3.4,68498,83529,43951,45841,2.49,3,13.3,16.8,8.7,20.5,9.5,48.3,73.6,blue
CA,Carson,91508,48.1,51.9,36.6,16,7.2,26,37.8,26,70416,82985,38846,42849,3.63,4,11,22.4,8.2,19.7,5.8,48.3,73.6,blue
CA,CathedralCity,51130,49.8,50.2,35.8,17,33.1,2.4,59.8,3.8,45088,61551,28338,37815,2.92,3.62,13.5,27.6,6.7,9.5,6.2,48.3,73.6,blue
CA,Ceres,44731,49.1,50.9,30.5,10.2,32.9,2.5,54.8,7.1,48550,57710,32849,41541,3.36,3.75,18.7,29.6,5.7,7.6,1.6,48.3,73.6,blue
CA,Cerritos,49281,47.4,52.6,43.3,20.9,15.9,7.8,11.4,62.2,87853,103338,50733,60423,3.28,3.54,3.3,17.4,9.3,33.3,14.9,48.3,73.6,blue
CA,Chico,85605,48.7,51.3,28.4,12.4,73.8,3,14.8,4.6,41632,56917,37401,45032,2.4,2.96,3.9,16.5,10,23.2,11.2,48.3,73.6,blue
CA,Chino,78050,51,49,32.7,9.5,27.3,7.6,54.3,9.8,73400,83248,40008,49661,3.43,3.83,9.9,26.8,7.2,13.5,5.4,48.3,73.6,blue
CA,ChinoHills,74765,49.5,50.5,35.5,8.9,34.7,4.7,30.2,28.3,101905,115096,56684,73643,3.35,3.64,3.3,17.8,9,28.5,14.4,48.3,73.6,blue
CA,Chowchilla,18465,31.3,68.7,35.6,9.3,43.8,10.8,36.7,2.5,41858,56026,27364,41587,3.18,3.77,12.5,26.6,5.7,6.4,3,48.3,73.6,blue
CA,ChulaVista,236218,47.8,52.2,34,12.3,21.6,5.6,56.8,14.3,65526,78412,39178,51997,3.19,3.63,8.3,20.6,10,18.2,8.4,48.3,73.6,blue
CA,CitrusHeights,84112,48.1,51.9,37.1,16.4,74.3,3.8,16.5,2.7,54575,64956,38099,48461,2.55,3.09,4.4,27.5,10.8,13.9,4.6,48.3,73.6,blue
CA,Claremont,34824,47,53,37.2,19.2,59.8,6.6,20.8,11,81715,109315,60304,81721,2.56,3.15,3.2,11.6,6,26.2,29.8,48.3,73.6,blue
CA,Clayton,10856,50.5,49.5,44,17.8,78.4,3.7,8.2,7.6,131991,146795,68705,109464,2.86,3.17,0.5,14.9,11.3,35.2,18.3,48.3,73.6,blue
CA,Clearlake,15134,50.1,49.9,37.7,19.1,63.6,7,23.9,1,28604,36575,27125,34365,2.34,3.04,6.6,35,7.7,5.4,1.3,48.3,73.6,blue
CA,Clovis,93304,48,52,33.8,13.5,59.4,3.8,24.2,9.8,65300,77925,43489,57815,2.85,3.38,4.7,21.3,10.2,20,10,48.3,73.6,blue
CA,Coachella,39442,51.1,48.9,24.1,5.4,2.2,1.7,96.6,0.1,43357,51178,26286,30429,4.48,4.49,34.9,24.9,2.9,3.8,1.1,48.3,73.6,blue
CA,Coalinga,13246,60.8,39.2,32.9,9.3,36.8,8.4,52,1.9,47101,61870,30526,46515,2.95,3.52,13.1,23.7,9.6,6.4,4.8,48.3,73.6,blue
CA,Colton,52283,49.3,50.7,28.6,9,14.7,11.2,68,5.2,41788,54144,31329,35177,3.45,3.92,14.7,28.4,7,8.3,4.9,48.3,73.6,blue
CA,Commerce,12791,50.6,49.4,30.3,13,2.4,2.4,94.5,1.5,48878,62372,30739,34605,3.88,4.24,32.6,20.5,6.4,4.3,1.5,48.3,73.6,blue
CA,Compton,96102,48.5,51.5,26.9,8.6,1.1,32.9,65.5,0.3,43311,51928,28236,30190,4.09,4.44,24.6,26,6,4.7,2.3,48.3,73.6,blue
CA,Concord,121989,49.9,50.1,37.1,14.2,52.4,4.3,27.9,11.8,65769,82729,47578,54270,2.68,3.21,6.9,24.1,8.5,20.7,10.3,48.3,73.6,blue
CA,Corcoran,25113,74.4,25.6,36.4,7.9,18.4,14.7,63,2,31641,46522,26138,27329,3.76,4.19,18.4,26.9,5.4,2.3,1.1,48.3,73.6,blue
CA,Corona,152111,50,50,32,9.4,38.9,6.6,42.8,9.2,79877,94152,43003,58354,3.48,3.85,8.6,22.8,8.9,17.1,7.5,48.3,73.6,blue
CA,Coronado,19423,52.5,47.5,40.5,19.3,77.8,2.5,14.5,2.8,93777,117549,56492,55625,2.33,2.93,0.8,11.4,7.1,31,27.7,48.3,73.6,blue
CA,CostaMesa,109796,50.6,49.4,33.6,11.2,52.3,1.7,34.7,8.7,65471,87732,45861,48078,2.63,3.33,7.2,18,9.9,23.6,10.6,48.3,73.6,blue
CA,Covina,47662,48.1,51.9,35.2,13.3,31.8,6.3,51.7,10.1,67638,78522,43351,52410,3.11,3.58,5.8,25.7,8.6,16,7.1,48.3,73.6,blue
CA,Cudahy,23846,50.8,49.2,26,5.9,1.5,1.1,96.7,0.5,39338,47067,22059,26124,4.22,4.36,39.8,24,3.2,2.4,1.2,48.3,73.6,blue
CA,CulverCity,38899,46.9,53.1,40.8,17.8,46.5,12.7,23.4,14.7,75596,96901,61796,62099,2.3,3.08,3.9,12,7.5,30.3,20.1,48.3,73.6,blue
CA,Cupertino,57459,48.4,51.6,39.5,14.8,31.8,0.8,4.3,60.7,124825,146231,85625,125082,2.83,3.27,1.5,6.7,4.8,34.9,40.7,48.3,73.6,blue
CA,Cypress,47610,47.3,52.7,39.9,14.9,45.8,2.6,18.1,31.1,82954,98369,51289,64177,3.07,3.4,3.2,19.6,10,25.6,11.7,48.3,73.6,blue
CA,DalyCity,100556,49.5,50.5,38.7,16.6,13.9,3.8,24.2,55,75399,88833,45908,46606,3.21,3.72,8.1,21.6,8.8,27.1,6.5,48.3,73.6,blue
CA,DanaPoint,33510,51.2,48.8,43.7,19.2,79,0.9,15.3,2.8,83306,119230,57394,73157,2.35,2.88,2,16.1,8.9,29.5,16.7,48.3,73.6,blue
CA,Davis,65359,48.8,51.2,24.9,9.9,56.6,2.9,13.5,22,61182,88712,57724,70138,2.66,3.13,1.9,8,5.3,30.2,39.1,48.3,73.6,blue
CA,Delano,52342,60.3,39.7,28.8,7,7.3,6.2,72.6,13.4,37810,49630,25144,27174,4.12,4.29,26.8,26.9,3.6,5.8,1.3,48.3,73.6,blue
CA,DesertHotSprings,25793,51.1,48.9,30.2,11.2,33.7,9.9,51.4,1.6,34606,45703,27878,34046,3,3.76,13.9,27.1,7.9,7.8,4,48.3,73.6,blue
CA,DiamondBar,55668,49.8,50.2,40.6,14.3,22.5,3.8,19.3,53,90153,109230,46219,63912,3.15,3.46,3.9,16.1,10.4,32.2,16.6,48.3,73.6,blue
CA,Dinuba,21163,49.6,50.4,27.3,9.4,11.5,0.1,85.8,1.9,40463,50356,26842,32138,3.88,4.15,30.1,22.8,6.7,5,1.6,48.3,73.6,blue
CA,Dixon,18141,49.1,50.9,32.5,9.7,49.8,4.2,39.4,3.8,72626,82037,37743,59281,3,3.33,9,30.5,6.2,14.1,6.5,48.3,73.6,blue
CA,Downey,111329,50,50,34,12.7,17.5,4.2,70.9,6.9,59773,74124,39189,42314,3.3,3.73,12.4,28.5,7.6,13.3,5.5,48.3,73.6,blue
CA,Duarte,21363,47.7,52.3,39.8,19.2,29.2,8.7,46.1,16.1,64329,75680,41864,51833,3.01,3.66,11.7,24.1,8.3,17.6,9.1,48.3,73.6,blue
CA,Dublin,44171,50.3,49.7,34.7,8.7,50.6,8,12.9,26.2,111481,124426,62713,84722,2.8,3.27,2.2,17.7,7.9,29.6,15.5,48.3,73.6,blue
CA,EastPaloAlto,28077,50.5,49.5,28.4,8.1,7.3,18,62.1,3,50137,68592,32669,30874,3.94,4.45,22.3,27,3.7,9.2,6.6,48.3,73.6,blue
CA,Eastvale,53437,49.6,50.4,31.1,6.9,24.9,12.2,40.1,21.9,115025,129816,52308,68711,4.11,4.27,5.6,20.5,9.3,23.4,11.5,48.3,73.6,blue
CA,ElCajon,98813,48.9,51.1,32.6,13.3,53.7,6.5,31.6,4.2,47303,61117,34561,42211,2.97,3.51,9.8,28.4,7.1,11.4,5.7,48.3,73.6,blue
CA,ElCentro,42141,48.1,51.9,30.7,12.3,14.8,3.3,79.6,2.6,38297,56541,32826,44922,3.19,3.67,17.5,20.2,8.1,10.9,4.9,48.3,73.6,blue
CA,ElCerrito,23482,46.7,53.3,43.3,21.6,50.4,9.3,12,24.9,83933,100459,63576,72767,2.33,2.86,2.9,11.4,6.5,30.2,28.1,48.3,73.6,blue
CA,ElkGrove,146537,48.1,51.9,33.3,10.2,37.8,13.3,19.4,25.2,78564,92782,49158,61251,3.22,3.58,5.5,17.9,12.1,23.5,9.4,48.3,73.6,blue
CA,ElMonte,113763,49.6,50.4,32.2,11.9,5.1,1,68.5,25.1,41820,53652,26121,27111,4.01,4.3,29.6,25.2,4.4,9,2.1,48.3,73.6,blue
CA,ElPasodeRobles,29270,49.9,50.1,34.3,15.9,56,5.7,35.1,2,57927,71255,37520,50532,2.68,3.17,6.7,24.2,9.1,15.5,6.7,48.3,73.6,blue
CA,ElSegundo,16597,50.9,49.1,38.8,13,69.1,1.3,19.3,6.3,88486,106130,62975,74870,2.34,3.12,1.2,17.5,10,32.8,16.1,48.3,73.6,blue
CA,Encinitas,59223,50.2,49.8,41.1,15.7,78,1,14.4,4.4,88458,118494,53785,72009,2.55,3.06,3.6,12.3,8.7,32.4,22.1,48.3,73.6,blue
CA,Escondido,142573,49.3,50.7,32.5,12.3,42.8,2.4,47.6,5.8,50597,70200,33797,40936,3.13,3.65,14.9,22,9.9,15.4,6.8,48.3,73.6,blue
CA,Eureka,27027,49.3,50.7,37.9,16.3,76.5,2.3,9.3,3.9,36081,52921,35901,39837,2.32,2.98,3.4,27.9,9.4,14.4,7.4,48.3,73.6,blue
CA,Exeter,10255,52.4,47.6,29.4,11.7,50.9,1.9,45.8,0,42446,52831,30398,41153,3.14,3.83,13.7,27.2,7.7,9.7,3.6,48.3,73.6,blue
CA,Fairfield,104404,49.8,50.2,31.7,11.5,35.7,19,25.7,15.5,68037,81537,42214,48237,3.02,3.41,6.7,24.3,10.6,16.1,6.2,48.3,73.6,blue
CA,Farmersville,10445,47.2,52.8,26.1,8.3,16.4,0.3,81.7,0.4,33441,40167,19292,30498,4.1,4.32,35.4,20.2,5.5,1.8,1.3,48.3,73.6,blue
CA,Fillmore,14863,52.1,47.9,31.1,10.4,20.9,1.9,74.8,3.2,60605,70457,41915,38524,3.55,3.91,19.7,22.7,5.1,8.4,6.9,48.3,73.6,blue
CA,Folsom,70564,55.7,44.3,37.1,10.9,65.8,7.2,11.4,13.4,95143,109083,61046,84450,2.59,3.11,1.8,17.6,9.2,26.9,15.1,48.3,73.6,blue
CA,Fontana,192779,50,50,28.5,6.9,15.6,11.4,65.9,6.4,64058,74924,36783,40970,4.07,4.31,14.8,25.3,7.9,10.7,4.3,48.3,73.6,blue
CA,Fortuna,11753,49.1,50.9,40.8,21.1,77.6,2,12.5,2.7,37532,59236,33825,42829,2.58,2.97,3.3,29.6,8.2,15.7,4.4,48.3,73.6,blue
CA,FosterCity,30133,48.9,51.1,39,17.1,41.3,2.8,6.4,45.2,115053,138259,77043,102765,2.61,3.1,1.8,10,6.5,34.9,28.1,48.3,73.6,blue
CA,FountainValley,55209,49.4,50.6,43.2,21.1,48.1,1.9,12.6,35.1,81661,101157,46989,61008,2.92,3.36,5,18.1,9.3,24.7,12.1,48.3,73.6,blue
CA,Fremont,211748,50.2,49.8,37.1,12.9,28.1,4.2,15.4,49,98513,114684,60209,80656,3.02,3.45,4.4,19.7,6.7,28.2,21.8,48.3,73.6,blue
CA,Fresno,489922,49.4,50.6,29.2,11.2,31.1,8.7,46.4,12.4,43440,60091,34397,40244,3.07,3.71,14.2,23.7,7.6,13.8,6.3,48.3,73.6,blue
CA,Fullerton,134079,48.6,51.4,34.3,13.8,37.9,3.8,33.1,23.3,69432,89809,41663,54089,2.93,3.45,7.5,17.8,7.8,25.5,12.4,48.3,73.6,blue
CA,Galt,23393,49.1,50.9,32.7,11.6,54.7,3.6,38.5,2,59125,68555,39411,48596,3.26,3.62,10.5,27.9,7.6,10.3,3,48.3,73.6,blue
CA,Gardena,58743,47.8,52.2,37.6,17.8,9,24.1,36.9,28.1,46961,60548,36012,42434,2.73,3.47,9,26,8,16.6,6.2,48.3,73.6,blue
CA,GardenGrove,170148,50.4,49.6,34.9,13.1,22.3,1.5,36.3,37.8,60036,74347,35339,41051,3.68,4.03,14.7,24.6,7.3,14.9,4.3,48.3,73.6,blue
CA,Gilroy,47808,49.4,50.6,33,11.9,33,2.8,56,6.4,75483,92700,47637,55414,3.26,3.75,12.6,22.6,9.5,16,7.8,48.3,73.6,blue
CA,Glendale,192069,47.8,52.2,41,18.1,63.3,2.1,17.2,16.2,54087,78393,44788,49981,2.67,3.28,9,19.7,8.6,26.5,12.5,48.3,73.6,blue
CA,Glendora,50000,47.1,52.9,39.2,16.8,59.1,3.2,29.4,7,75939,96216,44789,63593,2.96,3.41,3.9,21.9,10.8,18.5,10.8,48.3,73.6,blue
CA,Goleta,29634,49.3,50.7,37.7,15.7,55.6,1.9,30.5,9.6,72870,89303,44671,55008,2.65,3.23,6.9,15.4,8.4,23.4,20.2,48.3,73.6,blue
CA,GrandTerrace,12132,48.4,51.6,36.8,14.3,47.7,6.7,37.9,7.6,64337,78070,37078,51583,2.69,3.32,4.7,25.3,11.7,13.7,9.2,48.3,73.6,blue
CA,GrassValley,12793,45,55,40.5,24.4,78.6,1,14.7,2,35843,53215,29056,35625,2.15,2.82,3.3,21.9,10.2,17.6,7.2,48.3,73.6,blue
CA,Greenfield,15864,49.5,50.5,25,5.6,5.9,1,87.9,4.2,56011,66767,32372,35387,4.69,4.69,40.5,19.4,7.7,6.9,1.6,48.3,73.6,blue
CA,GroverBeach,13175,48.3,51.7,38.1,15.7,67.3,1.6,21,6,47708,61087,31704,40155,2.48,3.01,4.9,25.3,10.5,14.3,7.1,48.3,73.6,blue
CA,HalfMoonBay,11228,47.5,52.5,42.9,19.6,63.7,1.9,29.8,3.7,96208,124970,55306,67752,2.64,3.28,11.6,16.1,4.6,23.6,18.7,48.3,73.6,blue
CA,Hanford,53159,51.3,48.7,31.8,11.8,43,7.5,44.3,4.6,54421,67139,35912,44564,3.11,3.54,9.6,26.7,9.9,12.5,5.4,48.3,73.6,blue
CA,HawaiianGardens,14309,50.2,49.8,28.9,10.1,7.2,3.3,78.1,9.5,42898,51297,26056,31445,3.92,4.28,28,23.4,5.4,8.1,1.4,48.3,73.6,blue
CA,Hawthorne,84293,48,52,31,8.9,11.6,29,53,6.2,45622,56173,33096,36813,2.95,3.66,13.6,26,8.6,11.4,4.8,48.3,73.6,blue
CA,Hayward,142936,49.5,50.5,33.4,11.9,18.9,13.1,39.9,23.6,62115,75594,41946,45512,3.18,3.75,11.8,28.6,6.9,17.3,6.2,48.3,73.6,blue
CA,Healdsburg,11161,45.9,54.1,43,19.4,63,0.9,33,0.3,63666,84045,39556,51723,2.48,3.06,7.6,20,7.4,17.2,14,48.3,73.6,blue
CA,Hemet,77752,47.3,52.7,39.5,26.5,54.5,6.7,34.1,2.7,34273,47654,31282,40542,2.52,3.23,7.2,30.2,7,9,4.9,48.3,73.6,blue
CA,Hercules,23556,47.6,52.4,37.7,12.3,19.6,19.7,12.2,43.8,94493,109142,57159,64692,2.88,3.23,2,16.4,10.9,35.3,7.8,48.3,73.6,blue
CA,HermosaBeach,19422,52.9,47.1,38.3,13,79.7,1.3,8.4,7,102289,140463,65742,82854,2.06,2.88,0.2,5.4,7,45.1,24.8,48.3,73.6,blue
CA,Hesperia,88247,49.8,50.2,29.5,11.4,41.4,7.1,47.9,2.1,48624,59386,32279,45023,3.51,3.91,9.8,32.7,7.2,6.7,2.9,48.3,73.6,blue
CA,Highland,52777,49.5,50.5,29.6,8.5,32.1,11.5,47.9,7.1,59419,77149,41984,47598,3.56,4,11.5,24.9,8.4,12.6,7,48.3,73.6,blue
CA,Hollister,34733,49.2,50.8,31.3,9.8,28.2,1.8,65.7,2.7,62570,72231,40188,51103,3.36,3.75,18.5,24.6,7.6,12.1,3,48.3,73.6,blue
CA,HuntingtonBeach,189744,49.2,50.8,40.1,17.8,68.1,1.2,17.1,11,80901,104230,52107,70960,2.51,3.07,2.8,17.4,10.6,25.4,14.9,48.3,73.6,blue
CA,HuntingtonPark,58465,49.2,50.8,28.5,8.2,1.2,0.7,97.6,0.8,36788,46676,22431,25350,4.03,4.3,33.6,20.7,3.7,4.7,1.4,48.3,73.6,blue
CA,Imperial,14017,47.8,52.2,29.7,9.8,19.2,2.7,76.1,2.3,57152,66769,34955,49002,3.17,3.6,12,19.2,8.4,12.9,8.9,48.3,73.6,blue
CA,ImperialBeach,26348,50,50,30.3,10.6,39.4,5.7,45.9,8,45480,56052,33253,41156,2.79,3.44,9.4,27.8,7.5,10.8,5.3,48.3,73.6,blue
CA,Indio,74402,48.2,51.8,30.7,14.3,27.3,2.4,68.4,1.7,52199,66948,34090,37859,3.22,3.69,15,24.7,7.5,11.6,6,48.3,73.6,blue
CA,Inglewood,109967,47,53,32.5,11.4,3.6,45.5,49.4,1.4,44021,57138,36838,33823,2.95,3.66,16.6,21.2,6.9,11.6,5.9,48.3,73.6,blue
CA,Irvine,205057,49.3,50.7,33.5,10.5,47,2.4,9.4,37.5,92599,115822,60820,84994,2.63,3.15,1.8,9.6,6.9,37.2,27.8,48.3,73.6,blue
CA,Kerman,13093,48.3,51.7,29,11.9,21.6,1.3,70.6,7.3,46289,58317,29450,32392,3.82,4.18,25.6,23.2,6.8,8.3,2.2,48.3,73.6,blue
CA,KingCity,12629,56,44,24.6,6.2,10.5,0.8,87.2,1.5,52634,62217,30899,28433,4.57,4.88,41.5,19.4,5.2,3.2,2.8,48.3,73.6,blue
CA,Kingsburg,11221,49,51,31,12,41.4,0.5,49,4.9,58091,67723,35585,47917,3.17,3.64,10,28.6,10.3,15.2,7.3,48.3,73.6,blue
CA,LaCa�adaFlintridge,20248,49.8,50.2,45.3,19.7,67,0.6,4.9,25.7,148214,221114,68983,126691,2.98,3.26,0.8,7,5.9,35.8,34.4,48.3,73.6,blue
CA,Lafayette,23863,49.5,50.5,43.5,19.2,80.9,1,6.3,8.1,134871,180341,79942,119837,2.72,3.19,1.1,6.5,5.2,41.6,30.9,48.3,73.6,blue
CA,LagunaBeach,22808,51.8,48.2,48.9,23.7,86.3,1.2,7.3,3.7,99190,165670,70827,94659,2.04,2.71,0.6,8,7.4,36.2,27.1,48.3,73.6,blue
CA,LagunaHills,30477,49.2,50.8,41.6,17,64.4,1.1,18.6,11.7,85971,125747,55866,73118,2.81,3.26,3.2,19.3,8.1,28.8,15.6,48.3,73.6,blue
CA,LagunaNiguel,62855,48.4,51.6,42.9,16.6,71.9,2.7,12.5,9.7,100480,133348,59557,93181,2.61,3.1,1.5,12.8,9,33.5,19.7,48.3,73.6,blue
CA,LagunaWoods,16276,35.1,64.9,77.1,85.9,84.9,1.2,3.8,9.5,35393,50101,46603,61740,1.4,2.1,2.1,20.7,6,23.8,16.6,48.3,73.6,blue
CA,LaHabra,60117,49.3,50.7,33,11.7,31.1,2.8,58,7.2,63356,77209,40584,44294,3.23,3.73,11.1,27.2,7.2,15,6.2,48.3,73.6,blue
CA,LakeElsinore,50405,50.7,49.3,28.3,6.7,38,7.6,47.9,5.1,63771,73890,40039,50300,3.55,3.88,9.1,28.6,6.1,12,5.3,48.3,73.6,blue
CA,LakeForest,77111,50.3,49.7,37.8,11.8,57.2,2.3,22.8,15.1,94632,111307,54403,71159,2.85,3.31,4.4,16.9,9.9,29.1,13.1,48.3,73.6,blue
CA,Lakewood,79994,48.9,51.1,36.4,13.2,41.4,8.7,30.4,16.1,78360,88666,44680,58475,3.07,3.48,5.2,24.6,9.6,19.2,8.2,48.3,73.6,blue
CA,LaMesa,56722,47.8,52.2,37.4,17.1,61.1,9.8,18.8,6.5,54519,69366,42984,51476,2.36,3.08,3.2,18.8,9.2,22.8,11.5,48.3,73.6,blue
CA,LaMirada,48363,49,51,36.8,17.2,37.5,2.4,40.1,18.4,81913,92277,48797,58128,3.22,3.58,5,25.7,8.9,18.1,9.7,48.3,73.6,blue
CA,Lancaster,152678,50.5,49.5,31.4,10.5,34.9,21.4,36.7,5.7,52290,65876,36629,46530,3.15,3.71,7.6,29.7,9.6,11.3,5.2,48.3,73.6,blue
CA,LaPalma,15536,46.2,53.8,40.7,19.3,30.4,7.9,13.7,45.7,84693,102781,51800,70625,3.04,3.37,4,17.7,9.3,27,13.7,48.3,73.6,blue
CA,LaPuente,39957,50.3,49.7,30.7,11,5,1.7,86,7.6,52042,61407,26960,31223,4.16,4.43,22.5,26.9,5,7,3.2,48.3,73.6,blue
CA,LaQuinta,36600,48.6,51.4,43.6,25,63.8,2.4,30.1,2.8,77790,115479,41114,61565,2.59,3,3,21,7.1,22.5,11.9,48.3,73.6,blue
CA,Larkspur,11870,45.6,54.4,46.9,24.7,83.3,1.5,9.6,3.1,86046,128748,77231,79769,1.98,2.76,2.6,10.9,7.7,30.9,29,48.3,73.6,blue
CA,Lathrop,17488,50.8,49.2,30.5,8.9,21.6,6.8,44.7,24.4,64732,74599,36695,51739,3.71,3.97,13,29.3,8.5,12.4,2.4,48.3,73.6,blue
